assembly_id,logical_character_id,width,height,resolution,texture_count
NPC/Class_A/210180/Default,NPC/Class_A/210180,128,128,128×128,1
NPC/Class_A/210180/Default,NPC/Class_A/210180,64,64,64×64,1
NPC/Class_A/210181/Default,NPC/Class_A/210181,2048,2048,2048×2048,3
NPC/Class_A/210181/Default,NPC/Class_A/210181,1024,1024,1024×1024,11
NPC/Class_A/210181/Default,NPC/Class_A/210181,512,512,512×512,12
NPC/Class_A/210181/Default,NPC/Class_A/210181,256,256,256×256,6
NPC/Class_A/210181/Default,NPC/Class_A/210181,128,128,128×128,2
NPC/Class_A/210181/Default,NPC/Class_A/210181,64,64,64×64,1
NPC/Class_A/210182/Default,NPC/Class_A/210182,2048,2048,2048×2048,3
NPC/Class_A/210182/Default,NPC/Class_A/210182,1024,1024,1024×1024,11
NPC/Class_A/210182/Default,NPC/Class_A/210182,512,512,512×512,12
NPC/Class_A/210182/Default,NPC/Class_A/210182,256,256,256×256,6
NPC/Class_A/210182/Default,NPC/Class_A/210182,128,128,128×128,2
NPC/Class_A/210182/Default,NPC/Class_A/210182,64,64,64×64,1
NPC/Class_A/210183/Default,NPC/Class_A/210183,2048,2048,2048×2048,7
NPC/Class_A/210183/Default,NPC/Class_A/210183,1024,1024,1024×1024,8
NPC/Class_A/210183/Default,NPC/Class_A/210183,512,512,512×512,10
NPC/Class_A/210183/Default,NPC/Class_A/210183,256,256,256×256,3
NPC/Class_A/210183/Default,NPC/Class_A/210183,128,128,128×128,1
NPC/Class_A/210183/Default,NPC/Class_A/210183,64,64,64×64,1
NPC/Class_A/210185/Default,NPC/Class_A/210185,2048,2048,2048×2048,3
NPC/Class_A/210185/Default,NPC/Class_A/210185,1024,1024,1024×1024,10
NPC/Class_A/210185/Default,NPC/Class_A/210185,512,512,512×512,13
NPC/Class_A/210185/Default,NPC/Class_A/210185,256,256,256×256,6
NPC/Class_A/210185/Default,NPC/Class_A/210185,128,128,128×128,2
NPC/Class_A/210185/Default,NPC/Class_A/210185,64,64,64×64,1
NPC/Class_A/210186/Default,NPC/Class_A/210186,2048,2048,2048×2048,3
NPC/Class_A/210186/Default,NPC/Class_A/210186,1024,1024,1024×1024,11
NPC/Class_A/210186/Default,NPC/Class_A/210186,512,512,512×512,12
NPC/Class_A/210186/Default,NPC/Class_A/210186,256,256,256×256,6
NPC/Class_A/210186/Default,NPC/Class_A/210186,128,128,128×128,2
NPC/Class_A/210186/Default,NPC/Class_A/210186,64,64,64×64,1
NPC/Class_A/210187/Default,NPC/Class_A/210187,2048,2048,2048×2048,3
NPC/Class_A/210187/Default,NPC/Class_A/210187,1024,1024,1024×1024,10
NPC/Class_A/210187/Default,NPC/Class_A/210187,512,512,512×512,11
NPC/Class_A/210187/Default,NPC/Class_A/210187,256,256,256×256,5
NPC/Class_A/210187/Default,NPC/Class_A/210187,128,128,128×128,1
NPC/Class_A/210187/Default,NPC/Class_A/210187,64,64,64×64,1
NPC/Class_A/210188/Default,NPC/Class_A/210188,2048,2048,2048×2048,3
NPC/Class_A/210188/Default,NPC/Class_A/210188,1024,1024,1024×1024,11
NPC/Class_A/210188/Default,NPC/Class_A/210188,512,512,512×512,10
NPC/Class_A/210188/Default,NPC/Class_A/210188,256,256,256×256,5
NPC/Class_A/210188/Default,NPC/Class_A/210188,128,128,128×128,1
NPC/Class_A/210188/Default,NPC/Class_A/210188,64,64,64×64,1
NPC/Class_A/210189/Default,NPC/Class_A/210189,2048,2048,2048×2048,3
NPC/Class_A/210189/Default,NPC/Class_A/210189,1024,1024,1024×1024,10
NPC/Class_A/210189/Default,NPC/Class_A/210189,512,512,512×512,11
NPC/Class_A/210189/Default,NPC/Class_A/210189,256,256,256×256,5
NPC/Class_A/210189/Default,NPC/Class_A/210189,128,128,128×128,1
NPC/Class_A/210189/Default,NPC/Class_A/210189,64,64,64×64,1
NPC/Class_A/210191/Default,NPC/Class_A/210191,2048,2048,2048×2048,3
NPC/Class_A/210191/Default,NPC/Class_A/210191,1024,1024,1024×1024,11
NPC/Class_A/210191/Default,NPC/Class_A/210191,512,512,512×512,10
NPC/Class_A/210191/Default,NPC/Class_A/210191,256,256,256×256,5
NPC/Class_A/210191/Default,NPC/Class_A/210191,128,128,128×128,1
NPC/Class_A/210191/Default,NPC/Class_A/210191,64,64,64×64,1
NPC/Class_A/210192/Default,NPC/Class_A/210192,2048,2048,2048×2048,3
NPC/Class_A/210192/Default,NPC/Class_A/210192,1024,1024,1024×1024,11
NPC/Class_A/210192/Default,NPC/Class_A/210192,512,512,512×512,10
NPC/Class_A/210192/Default,NPC/Class_A/210192,256,256,256×256,5
NPC/Class_A/210192/Default,NPC/Class_A/210192,128,128,128×128,1
NPC/Class_A/210192/Default,NPC/Class_A/210192,64,64,64×64,1
NPC/Class_A/210193/Default,NPC/Class_A/210193,2048,2048,2048×2048,3
NPC/Class_A/210193/Default,NPC/Class_A/210193,1024,1024,1024×1024,11
NPC/Class_A/210193/Default,NPC/Class_A/210193,512,512,512×512,10
NPC/Class_A/210193/Default,NPC/Class_A/210193,256,256,256×256,7
NPC/Class_A/210193/Default,NPC/Class_A/210193,128,128,128×128,2
NPC/Class_A/210193/Default,NPC/Class_A/210193,64,64,64×64,1
NPC/Class_A/210197/Default,NPC/Class_A/210197,2048,2048,2048×2048,3
NPC/Class_A/210197/Default,NPC/Class_A/210197,1024,1024,1024×1024,11
NPC/Class_A/210197/Default,NPC/Class_A/210197,512,512,512×512,11
NPC/Class_A/210197/Default,NPC/Class_A/210197,256,256,256×256,5
NPC/Class_A/210197/Default,NPC/Class_A/210197,128,128,128×128,1
NPC/Class_A/210197/Default,NPC/Class_A/210197,64,64,64×64,1
NPC/Class_A/210198/Default,NPC/Class_A/210198,2048,2048,2048×2048,3
NPC/Class_A/210198/Default,NPC/Class_A/210198,1024,1024,1024×1024,11
NPC/Class_A/210198/Default,NPC/Class_A/210198,512,512,512×512,13
NPC/Class_A/210198/Default,NPC/Class_A/210198,256,256,256×256,6
NPC/Class_A/210198/Default,NPC/Class_A/210198,128,128,128×128,2
NPC/Class_A/210198/Default,NPC/Class_A/210198,64,64,64×64,1
NPC/Class_A/210199/Default,NPC/Class_A/210199,2048,2048,2048×2048,3
NPC/Class_A/210199/Default,NPC/Class_A/210199,1024,1024,1024×1024,13
NPC/Class_A/210199/Default,NPC/Class_A/210199,512,512,512×512,12
NPC/Class_A/210199/Default,NPC/Class_A/210199,256,256,256×256,6
NPC/Class_A/210199/Default,NPC/Class_A/210199,128,128,128×128,1
NPC/Class_A/210199/Default,NPC/Class_A/210199,64,64,64×64,1
NPC/Class_A/210200/Default,NPC/Class_A/210200,2048,2048,2048×2048,3
NPC/Class_A/210200/Default,NPC/Class_A/210200,1024,1024,1024×1024,11
NPC/Class_A/210200/Default,NPC/Class_A/210200,512,512,512×512,10
NPC/Class_A/210200/Default,NPC/Class_A/210200,256,256,256×256,5
NPC/Class_A/210200/Default,NPC/Class_A/210200,128,128,128×128,1
NPC/Class_A/210200/Default,NPC/Class_A/210200,64,64,64×64,1
NPC/Class_A/210201/Default,NPC/Class_A/210201,2048,2048,2048×2048,3
NPC/Class_A/210201/Default,NPC/Class_A/210201,1024,1024,1024×1024,13
NPC/Class_A/210201/Default,NPC/Class_A/210201,512,512,512×512,11
NPC/Class_A/210201/Default,NPC/Class_A/210201,256,256,256×256,3
NPC/Class_A/210202/Default,NPC/Class_A/210202,2048,2048,2048×2048,3
NPC/Class_A/210202/Default,NPC/Class_A/210202,1024,1024,1024×1024,14
NPC/Class_A/210202/Default,NPC/Class_A/210202,512,512,512×512,12
NPC/Class_A/210202/Default,NPC/Class_A/210202,256,256,256×256,6
NPC/Class_A/210202/Default,NPC/Class_A/210202,128,128,128×128,1
NPC/Class_A/210202/Default,NPC/Class_A/210202,64,64,64×64,1
NPC/Class_A/210203/Default,NPC/Class_A/210203,2048,2048,2048×2048,3
NPC/Class_A/210203/Default,NPC/Class_A/210203,1024,1024,1024×1024,11
NPC/Class_A/210203/Default,NPC/Class_A/210203,512,512,512×512,10
NPC/Class_A/210203/Default,NPC/Class_A/210203,256,256,256×256,5
NPC/Class_A/210203/Default,NPC/Class_A/210203,128,128,128×128,1
NPC/Class_A/210203/Default,NPC/Class_A/210203,64,64,64×64,1
NPC/Class_A/210204/Default,NPC/Class_A/210204,2048,2048,2048×2048,3
NPC/Class_A/210204/Default,NPC/Class_A/210204,1024,1024,1024×1024,11
NPC/Class_A/210204/Default,NPC/Class_A/210204,512,512,512×512,10
NPC/Class_A/210204/Default,NPC/Class_A/210204,256,256,256×256,5
NPC/Class_A/210204/Default,NPC/Class_A/210204,128,128,128×128,1
NPC/Class_A/210204/Default,NPC/Class_A/210204,64,64,64×64,1
NPC/Class_A/210205/Default,NPC/Class_A/210205,2048,2048,2048×2048,3
NPC/Class_A/210205/Default,NPC/Class_A/210205,1024,1024,1024×1024,13
NPC/Class_A/210205/Default,NPC/Class_A/210205,512,512,512×512,13
NPC/Class_A/210205/Default,NPC/Class_A/210205,256,256,256×256,6
NPC/Class_A/210205/Default,NPC/Class_A/210205,128,128,128×128,1
NPC/Class_A/210205/Default,NPC/Class_A/210205,64,64,64×64,1
NPC/Class_A/210206/Default,NPC/Class_A/210206,2048,2048,2048×2048,1
NPC/Class_A/210206/Default,NPC/Class_A/210206,1024,1024,1024×1024,4
NPC/Class_A/210206/Default,NPC/Class_A/210206,512,512,512×512,6
NPC/Class_A/210206/Default,NPC/Class_A/210206,256,256,256×256,3
NPC/Class_A/210206/Default,NPC/Class_A/210206,128,128,128×128,1
NPC/Class_A/210206/Default,NPC/Class_A/210206,64,64,64×64,1
NPC/Class_A/210207/Default,NPC/Class_A/210207,2048,2048,2048×2048,3
NPC/Class_A/210207/Default,NPC/Class_A/210207,1024,1024,1024×1024,10
NPC/Class_A/210207/Default,NPC/Class_A/210207,512,512,512×512,13
NPC/Class_A/210207/Default,NPC/Class_A/210207,256,256,256×256,7
NPC/Class_A/210207/Default,NPC/Class_A/210207,128,128,128×128,2
NPC/Class_A/210207/Default,NPC/Class_A/210207,64,64,64×64,1
NPC/Class_A/210208/Default,NPC/Class_A/210208,2048,2048,2048×2048,3
NPC/Class_A/210208/Default,NPC/Class_A/210208,1024,1024,1024×1024,11
NPC/Class_A/210208/Default,NPC/Class_A/210208,512,512,512×512,12
NPC/Class_A/210208/Default,NPC/Class_A/210208,256,256,256×256,6
NPC/Class_A/210208/Default,NPC/Class_A/210208,128,128,128×128,2
NPC/Class_A/210208/Default,NPC/Class_A/210208,64,64,64×64,1
NPC/Class_A/210209/Default,NPC/Class_A/210209,2048,2048,2048×2048,3
NPC/Class_A/210209/Default,NPC/Class_A/210209,1024,1024,1024×1024,10
NPC/Class_A/210209/Default,NPC/Class_A/210209,512,512,512×512,11
NPC/Class_A/210209/Default,NPC/Class_A/210209,256,256,256×256,6
NPC/Class_A/210209/Default,NPC/Class_A/210209,128,128,128×128,1
NPC/Class_A/210209/Default,NPC/Class_A/210209,64,64,64×64,1
NPC/Class_A/210210/Default,NPC/Class_A/210210,2048,2048,2048×2048,3
NPC/Class_A/210210/Default,NPC/Class_A/210210,1024,1024,1024×1024,11
NPC/Class_A/210210/Default,NPC/Class_A/210210,512,512,512×512,12
NPC/Class_A/210210/Default,NPC/Class_A/210210,256,256,256×256,6
NPC/Class_A/210210/Default,NPC/Class_A/210210,128,128,128×128,2
NPC/Class_A/210210/Default,NPC/Class_A/210210,64,64,64×64,1
NPC/Class_A/210211/Default,NPC/Class_A/210211,2048,2048,2048×2048,3
NPC/Class_A/210211/Default,NPC/Class_A/210211,1024,1024,1024×1024,11
NPC/Class_A/210211/Default,NPC/Class_A/210211,512,512,512×512,10
NPC/Class_A/210211/Default,NPC/Class_A/210211,256,256,256×256,5
NPC/Class_A/210211/Default,NPC/Class_A/210211,128,128,128×128,1
NPC/Class_A/210211/Default,NPC/Class_A/210211,64,64,64×64,1
NPC/Class_A/210212/Default,NPC/Class_A/210212,2048,2048,2048×2048,3
NPC/Class_A/210212/Default,NPC/Class_A/210212,1024,1024,1024×1024,11
NPC/Class_A/210212/Default,NPC/Class_A/210212,512,512,512×512,10
NPC/Class_A/210212/Default,NPC/Class_A/210212,256,256,256×256,5
NPC/Class_A/210212/Default,NPC/Class_A/210212,128,128,128×128,1
NPC/Class_A/210212/Default,NPC/Class_A/210212,64,64,64×64,1
NPC/Class_A/210213/Default,NPC/Class_A/210213,2048,2048,2048×2048,7
NPC/Class_A/210213/Default,NPC/Class_A/210213,1024,1024,1024×1024,6
NPC/Class_A/210213/Default,NPC/Class_A/210213,512,512,512×512,5
NPC/Class_A/210214/Default,NPC/Class_A/210214,2048,2048,2048×2048,8
NPC/Class_A/210214/Default,NPC/Class_A/210214,1024,1024,1024×1024,4
NPC/Class_A/210214/Default,NPC/Class_A/210214,512,512,512×512,5
NPC/Class_A/210215/Default,NPC/Class_A/210215,2048,2048,2048×2048,3
NPC/Class_A/210215/Default,NPC/Class_A/210215,1024,1024,1024×1024,6
NPC/Class_A/210215/Default,NPC/Class_A/210215,512,512,512×512,4
NPC/Class_A/210216/Default,NPC/Class_A/210216,2048,2048,2048×2048,3
NPC/Class_A/210216/Default,NPC/Class_A/210216,1024,1024,1024×1024,6
NPC/Class_A/210216/Default,NPC/Class_A/210216,512,512,512×512,4
NPC/Class_A/210217/Default,NPC/Class_A/210217,2048,2048,2048×2048,6
NPC/Class_A/210217/Default,NPC/Class_A/210217,1024,1024,1024×1024,9
NPC/Class_A/210217/Default,NPC/Class_A/210217,512,512,512×512,7
NPC/Class_A/210217/Default,NPC/Class_A/210217,256,256,256×256,4
NPC/Class_A/210217/Default,NPC/Class_A/210217,64,64,64×64,1
NPC/Class_A/210218/Default,NPC/Class_A/210218,2048,2048,2048×2048,4
NPC/Class_A/210218/Default,NPC/Class_A/210218,1024,1024,1024×1024,4
NPC/Class_A/210219/Default,NPC/Class_A/210219,2048,2048,2048×2048,4
NPC/Class_A/210219/Default,NPC/Class_A/210219,1024,1024,1024×1024,4
NPC/Class_A/210221/Default,NPC/Class_A/210221,2048,2048,2048×2048,5
NPC/Class_A/210221/Default,NPC/Class_A/210221,1024,1024,1024×1024,8
NPC/Class_A/210221/Default,NPC/Class_A/210221,512,512,512×512,7
NPC/Class_A/210222/Default,NPC/Class_A/210222,2048,2048,2048×2048,2
NPC/Class_A/210222/Default,NPC/Class_A/210222,1024,1024,1024×1024,2
NPC/Class_A/210223/Default,NPC/Class_A/210223,2048,2048,2048×2048,2
NPC/Class_A/210223/Default,NPC/Class_A/210223,1024,1024,1024×1024,2
NPC/Class_A/210223/Default,NPC/Class_A/210223,512,512,512×512,1
NPC/Class_A/210224/Default,NPC/Class_A/210224,2048,2048,2048×2048,5
NPC/Class_A/210224/Default,NPC/Class_A/210224,1024,1024,1024×1024,9
NPC/Class_A/210224/Default,NPC/Class_A/210224,512,512,512×512,9
NPC/Class_A/210224/Default,NPC/Class_A/210224,256,256,256×256,6
NPC/Class_A/210224/Default,NPC/Class_A/210224,128,128,128×128,1
NPC/Class_A/210224/Default,NPC/Class_A/210224,64,64,64×64,1
NPC/Class_A/210225/Default,NPC/Class_A/210225,2048,2048,2048×2048,5
NPC/Class_A/210225/Default,NPC/Class_A/210225,1024,1024,1024×1024,9
NPC/Class_A/210225/Default,NPC/Class_A/210225,512,512,512×512,9
NPC/Class_A/210225/Default,NPC/Class_A/210225,256,256,256×256,6
NPC/Class_A/210225/Default,NPC/Class_A/210225,128,128,128×128,1
NPC/Class_A/210225/Default,NPC/Class_A/210225,64,64,64×64,1
NPC/Class_A/210226/Default,NPC/Class_A/210226,2048,2048,2048×2048,5
NPC/Class_A/210226/Default,NPC/Class_A/210226,1024,1024,1024×1024,9
NPC/Class_A/210226/Default,NPC/Class_A/210226,512,512,512×512,9
NPC/Class_A/210226/Default,NPC/Class_A/210226,256,256,256×256,6
NPC/Class_A/210226/Default,NPC/Class_A/210226,128,128,128×128,1
NPC/Class_A/210226/Default,NPC/Class_A/210226,64,64,64×64,1
NPC/Class_A/210227/Default,NPC/Class_A/210227,2048,2048,2048×2048,5
NPC/Class_A/210227/Default,NPC/Class_A/210227,1024,1024,1024×1024,9
NPC/Class_A/210227/Default,NPC/Class_A/210227,512,512,512×512,9
NPC/Class_A/210227/Default,NPC/Class_A/210227,256,256,256×256,6
NPC/Class_A/210227/Default,NPC/Class_A/210227,128,128,128×128,1
NPC/Class_A/210227/Default,NPC/Class_A/210227,64,64,64×64,1
NPC/Class_A/210228/Default,NPC/Class_A/210228,2048,2048,2048×2048,3
NPC/Class_A/210228/Default,NPC/Class_A/210228,1024,1024,1024×1024,14
NPC/Class_A/210228/Default,NPC/Class_A/210228,512,512,512×512,15
NPC/Class_A/210228/Default,NPC/Class_A/210228,256,256,256×256,8
NPC/Class_A/210228/Default,NPC/Class_A/210228,128,128,128×128,1
NPC/Class_A/210228/Default,NPC/Class_A/210228,64,64,64×64,1
NPC/Class_A/210229/Default,NPC/Class_A/210229,2048,2048,2048×2048,5
NPC/Class_A/210229/Default,NPC/Class_A/210229,1024,1024,1024×1024,8
NPC/Class_A/210229/Default,NPC/Class_A/210229,512,512,512×512,7
NPC/Class_A/210229/Default,NPC/Class_A/210229,256,256,256×256,1
NPC/Class_A/210230/Default,NPC/Class_A/210230,2048,2048,2048×2048,5
NPC/Class_A/210230/Default,NPC/Class_A/210230,1024,1024,1024×1024,8
NPC/Class_A/210230/Default,NPC/Class_A/210230,512,512,512×512,8
NPC/Class_A/210230/Default,NPC/Class_A/210230,256,256,256×256,2
NPC/Class_A/210231/Default,NPC/Class_A/210231,2048,2048,2048×2048,6
NPC/Class_A/210231/Default,NPC/Class_A/210231,1024,1024,1024×1024,9
NPC/Class_A/210231/Default,NPC/Class_A/210231,512,512,512×512,8
NPC/Class_A/210231/Default,NPC/Class_A/210231,256,256,256×256,1
NPC/Class_A/210232/Default,NPC/Class_A/210232,2048,2048,2048×2048,6
NPC/Class_A/210232/Default,NPC/Class_A/210232,1024,1024,1024×1024,8
NPC/Class_A/210232/Default,NPC/Class_A/210232,512,512,512×512,8
NPC/Class_A/210232/Default,NPC/Class_A/210232,256,256,256×256,1
NPC/Class_A/210233/Default,NPC/Class_A/210233,2048,2048,2048×2048,5
NPC/Class_A/210233/Default,NPC/Class_A/210233,1024,1024,1024×1024,9
NPC/Class_A/210233/Default,NPC/Class_A/210233,512,512,512×512,9
NPC/Class_A/210233/Default,NPC/Class_A/210233,256,256,256×256,1
NPC/Class_A/210234/Default,NPC/Class_A/210234,2048,2048,2048×2048,5
NPC/Class_A/210234/Default,NPC/Class_A/210234,1024,1024,1024×1024,8
NPC/Class_A/210234/Default,NPC/Class_A/210234,512,512,512×512,8
NPC/Class_A/210234/Default,NPC/Class_A/210234,256,256,256×256,2
NPC/Class_A/210235/Default,NPC/Class_A/210235,2048,2048,2048×2048,9
NPC/Class_A/210235/Default,NPC/Class_A/210235,1024,1024,1024×1024,14
NPC/Class_A/210235/Default,NPC/Class_A/210235,512,512,512×512,18
NPC/Class_A/210235/Default,NPC/Class_A/210235,256,256,256×256,5
NPC/Class_A/210235/Default,NPC/Class_A/210235,128,128,128×128,1
NPC/Class_A/210235/Default,NPC/Class_A/210235,64,64,64×64,1
NPC/Class_A/210243/Default,NPC/Class_A/210243,2048,2048,2048×2048,5
NPC/Class_A/210243/Default,NPC/Class_A/210243,1024,1024,1024×1024,8
NPC/Class_A/210243/Default,NPC/Class_A/210243,512,512,512×512,9
NPC/Class_A/210243/Default,NPC/Class_A/210243,256,256,256×256,3
NPC/Class_A/210243/Default,NPC/Class_A/210243,128,128,128×128,1
NPC/Class_A/210243/Default,NPC/Class_A/210243,64,64,64×64,1
NPC/Class_A/210244/Default,NPC/Class_A/210244,2048,2048,2048×2048,5
NPC/Class_A/210244/Default,NPC/Class_A/210244,1024,1024,1024×1024,8
NPC/Class_A/210244/Default,NPC/Class_A/210244,512,512,512×512,9
NPC/Class_A/210244/Default,NPC/Class_A/210244,256,256,256×256,3
NPC/Class_A/210244/Default,NPC/Class_A/210244,128,128,128×128,1
NPC/Class_A/210244/Default,NPC/Class_A/210244,64,64,64×64,1
NPC/Class_A/210245/Default,NPC/Class_A/210245,2048,2048,2048×2048,5
NPC/Class_A/210245/Default,NPC/Class_A/210245,1024,1024,1024×1024,8
NPC/Class_A/210245/Default,NPC/Class_A/210245,512,512,512×512,9
NPC/Class_A/210245/Default,NPC/Class_A/210245,256,256,256×256,3
NPC/Class_A/210245/Default,NPC/Class_A/210245,128,128,128×128,1
NPC/Class_A/210245/Default,NPC/Class_A/210245,64,64,64×64,1
NPC/Class_A/210246/Default,NPC/Class_A/210246,2048,2048,2048×2048,5
NPC/Class_A/210246/Default,NPC/Class_A/210246,1024,1024,1024×1024,8
NPC/Class_A/210246/Default,NPC/Class_A/210246,512,512,512×512,9
NPC/Class_A/210246/Default,NPC/Class_A/210246,256,256,256×256,3
NPC/Class_A/210246/Default,NPC/Class_A/210246,128,128,128×128,1
NPC/Class_A/210246/Default,NPC/Class_A/210246,64,64,64×64,1
NPC/Class_A/210258/Default,NPC/Class_A/210258,2048,2048,2048×2048,4
NPC/Class_A/210258/Default,NPC/Class_A/210258,1024,1024,1024×1024,2
NPC/Class_A/210258/Default,NPC/Class_A/210258,512,512,512×512,1
NPC/Class_A/210258/Default,NPC/Class_A/210258,256,256,256×256,2
NPC/Class_A/210259/Default,NPC/Class_A/210259,2048,2048,2048×2048,8
NPC/Class_A/210259/Default,NPC/Class_A/210259,1024,1024,1024×1024,6
NPC/Class_A/210259/Default,NPC/Class_A/210259,512,512,512×512,4
NPC/Class_A/210259/Default,NPC/Class_A/210259,256,256,256×256,1
NPC/Class_A/210260/Default,NPC/Class_A/210260,2048,2048,2048×2048,6
NPC/Class_A/210260/Default,NPC/Class_A/210260,1024,1024,1024×1024,9
NPC/Class_A/210260/Default,NPC/Class_A/210260,512,512,512×512,7
NPC/Class_A/210260/Default,NPC/Class_A/210260,256,256,256×256,4
NPC/Class_A/210260/Default,NPC/Class_A/210260,128,128,128×128,2
NPC/Class_A/210260/Default,NPC/Class_A/210260,64,64,64×64,1
NPC/Class_A/Boris/Default,NPC/Class_A/Boris,2048,2048,2048×2048,5
NPC/Class_A/Boris/Default,NPC/Class_A/Boris,1024,1024,1024×1024,8
NPC/Class_A/Boris/Default,NPC/Class_A/Boris,512,512,512×512,11
NPC/Class_A/Boris/Default,NPC/Class_A/Boris,256,256,256×256,4
NPC/Class_A/Boris/Default,NPC/Class_A/Boris,128,128,128×128,1
NPC/Class_A/Boris/Default,NPC/Class_A/Boris,64,64,64×64,1
NPC/Class_A/BurgerstackMasters/Default,NPC/Class_A/BurgerstackMasters,2048,2048,2048×2048,5
NPC/Class_A/BurgerstackMasters/Default,NPC/Class_A/BurgerstackMasters,1024,1024,1024×1024,12
NPC/Class_A/BurgerstackMasters/Default,NPC/Class_A/BurgerstackMasters,512,512,512×512,10
NPC/Class_A/BurgerstackMasters/Default,NPC/Class_A/BurgerstackMasters,256,256,256×256,5
NPC/Class_A/BurgerstackMasters/Default,NPC/Class_A/BurgerstackMasters,128,128,128×128,1
NPC/Class_A/BurgerstackMasters/Default,NPC/Class_A/BurgerstackMasters,64,64,64×64,1
NPC/Class_A/CharcoalGrill/Default,NPC/Class_A/CharcoalGrill,2048,2048,2048×2048,5
NPC/Class_A/CharcoalGrill/Default,NPC/Class_A/CharcoalGrill,1024,1024,1024×1024,9
NPC/Class_A/CharcoalGrill/Default,NPC/Class_A/CharcoalGrill,512,512,512×512,9
NPC/Class_A/CharcoalGrill/Default,NPC/Class_A/CharcoalGrill,256,256,256×256,5
NPC/Class_A/CharcoalGrill/Default,NPC/Class_A/CharcoalGrill,128,128,128×128,1
NPC/Class_A/CharcoalGrill/Default,NPC/Class_A/CharcoalGrill,64,64,64×64,1
NPC/Class_A/ChipmunkGrocery/Default,NPC/Class_A/ChipmunkGrocery,2048,2048,2048×2048,7
NPC/Class_A/ChipmunkGrocery/Default,NPC/Class_A/ChipmunkGrocery,1024,1024,1024×1024,8
NPC/Class_A/ChipmunkGrocery/Default,NPC/Class_A/ChipmunkGrocery,512,512,512×512,11
NPC/Class_A/ChipmunkGrocery/Default,NPC/Class_A/ChipmunkGrocery,256,256,256×256,6
NPC/Class_A/ChipmunkGrocery/Default,NPC/Class_A/ChipmunkGrocery,128,128,128×128,1
NPC/Class_A/ChipmunkGrocery/Default,NPC/Class_A/ChipmunkGrocery,64,64,64×64,1
NPC/Class_A/CoffeeShopStaff/Default,NPC/Class_A/CoffeeShopStaff,2048,2048,2048×2048,5
NPC/Class_A/CoffeeShopStaff/Default,NPC/Class_A/CoffeeShopStaff,1024,1024,1024×1024,8
NPC/Class_A/CoffeeShopStaff/Default,NPC/Class_A/CoffeeShopStaff,512,512,512×512,12
NPC/Class_A/CoffeeShopStaff/Default,NPC/Class_A/CoffeeShopStaff,256,256,256×256,9
NPC/Class_A/CoffeeShopStaff/Default,NPC/Class_A/CoffeeShopStaff,128,128,128×128,1
NPC/Class_A/CoffeeShopStaff/Default,NPC/Class_A/CoffeeShopStaff,64,64,64×64,1
NPC/Class_A/Daniel/Default,NPC/Class_A/Daniel,2048,2048,2048×2048,6
NPC/Class_A/Daniel/Default,NPC/Class_A/Daniel,1024,1024,1024×1024,7
NPC/Class_A/Daniel/Default,NPC/Class_A/Daniel,512,512,512×512,8
NPC/Class_A/Daniel/Default,NPC/Class_A/Daniel,256,256,256×256,5
NPC/Class_A/Daniel/Default,NPC/Class_A/Daniel,128,128,128×128,1
NPC/Class_A/Daniel/Default,NPC/Class_A/Daniel,64,64,64×64,1
NPC/Class_A/Deliverer/Default,NPC/Class_A/Deliverer,2048,2048,2048×2048,5
NPC/Class_A/Deliverer/Default,NPC/Class_A/Deliverer,1024,1024,1024×1024,8
NPC/Class_A/Deliverer/Default,NPC/Class_A/Deliverer,512,512,512×512,8
NPC/Class_A/Deliverer/Default,NPC/Class_A/Deliverer,256,256,256×256,1
NPC/Class_A/Edgar/Default,NPC/Class_A/Edgar,2048,2048,2048×2048,5
NPC/Class_A/Edgar/Default,NPC/Class_A/Edgar,1024,1024,1024×1024,10
NPC/Class_A/Edgar/Default,NPC/Class_A/Edgar,512,512,512×512,9
NPC/Class_A/Edgar/Default,NPC/Class_A/Edgar,256,256,256×256,4
NPC/Class_A/Edgar/Default,NPC/Class_A/Edgar,128,128,128×128,1
NPC/Class_A/Edgar/Default,NPC/Class_A/Edgar,64,64,64×64,1
NPC/Class_A/EvanKing/Default,NPC/Class_A/EvanKing,2048,2048,2048×2048,5
NPC/Class_A/EvanKing/Default,NPC/Class_A/EvanKing,1024,1024,1024×1024,6
NPC/Class_A/EvanKing/Default,NPC/Class_A/EvanKing,512,512,512×512,10
NPC/Class_A/EvanKing/Default,NPC/Class_A/EvanKing,256,256,256×256,6
NPC/Class_A/EvanKing/Default,NPC/Class_A/EvanKing,128,128,128×128,2
NPC/Class_A/EvanKing/Default,NPC/Class_A/EvanKing,64,64,64×64,1
NPC/Class_A/Florina/Default,NPC/Class_A/Florina,2048,2048,2048×2048,3
NPC/Class_A/Florina/Default,NPC/Class_A/Florina,1024,1024,1024×1024,14
NPC/Class_A/Florina/Default,NPC/Class_A/Florina,512,512,512×512,13
NPC/Class_A/Florina/Default,NPC/Class_A/Florina,256,256,256×256,7
NPC/Class_A/Florina/Default,NPC/Class_A/Florina,128,128,128×128,1
NPC/Class_A/Florina/Default,NPC/Class_A/Florina,64,64,64×64,1
NPC/Class_A/Gelato/Default,NPC/Class_A/Gelato,2048,2048,2048×2048,6
NPC/Class_A/Gelato/Default,NPC/Class_A/Gelato,1024,1024,1024×1024,13
