mesh_path,mesh_name,mesh_class,exclusion_reason
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoffeeServer/Meshes/SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_03.SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_03,SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_03,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoffeeServer/Meshes/SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_04.SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_04,SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_04,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoffeeServer/Meshes/SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_05.SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_05,SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_05,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoffeeServer/Meshes/SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_06.SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_06,SK_Int_SEQ_Cutscene_CoffeeServer_A_Metal_06,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoupeGlass/Meshes/SK_Int_SEQ_Cutscene_CoupeGlass_A_Metal_01.SK_Int_SEQ_Cutscene_CoupeGlass_A_Metal_01,SK_Int_SEQ_Cutscene_CoupeGlass_A_Metal_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoupeGlass/Meshes/SK_Int_SEQ_Cutscene_CoupeGlass_B_Metal_01.SK_Int_SEQ_Cutscene_CoupeGlass_B_Metal_01,SK_Int_SEQ_Cutscene_CoupeGlass_B_Metal_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoupeGlass/Meshes/SK_Int_SEQ_Cutscene_CoupeGlass_C_Metal_01.SK_Int_SEQ_Cutscene_CoupeGlass_C_Metal_01,SK_Int_SEQ_Cutscene_CoupeGlass_C_Metal_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoupeGlass/Meshes/SK_Int_SEQ_Cutscene_OrangeTwist_A_Wood_01.SK_Int_SEQ_Cutscene_OrangeTwist_A_Wood_01,SK_Int_SEQ_Cutscene_OrangeTwist_A_Wood_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoupeGlass/Meshes/SM_Int_SEQ_Cutscene_CoupeGlass_B_Metal_01.SM_Int_SEQ_Cutscene_CoupeGlass_B_Metal_01,SM_Int_SEQ_Cutscene_CoupeGlass_B_Metal_01,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_CoupeGlass/Meshes/SM_Int_SEQ_Cutscene_CoupeGlass_C_Metal_01.SM_Int_SEQ_Cutscene_CoupeGlass_C_Metal_01,SM_Int_SEQ_Cutscene_CoupeGlass_C_Metal_01,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_Goblet/Meshes/SK_Int_SEQ_Cutscene_Goblet_A_Metal_01.SK_Int_SEQ_Cutscene_Goblet_A_Metal_01,SK_Int_SEQ_Cutscene_Goblet_A_Metal_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_Jigger/Meshes/SK_Int_SEQ_Cutscene_Jigger_A_Metal_01.SK_Int_SEQ_Cutscene_Jigger_A_Metal_01,SK_Int_SEQ_Cutscene_Jigger_A_Metal_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Cutscene/Int_SEQ_Towel/Meshes/SM_Int_SEQ_Cutscene_Towel_A_Metal_01.SM_Int_SEQ_Cutscene_Towel_A_Metal_01,SM_Int_SEQ_Cutscene_Towel_A_Metal_01,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Showcase/Int_SEQ_BunnySandwich/Meshes/SK_Int_SEQ_Showcase_BunnySandwich_A_Wood_01.SK_Int_SEQ_Showcase_BunnySandwich_A_Wood_01,SK_Int_SEQ_Showcase_BunnySandwich_A_Wood_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Showcase/Int_SEQ_BunnySandwich/Meshes/SM_Int_SEQ_Showcase_BunnySandwich_A_Wood_01.SM_Int_SEQ_Showcase_BunnySandwich_A_Wood_01,SM_Int_SEQ_Showcase_BunnySandwich_A_Wood_01,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Showcase/Int_SEQ_ChairSofa/Meshes/SM_Int_SEQ_Showcase_ChairSofa_A_Wood_01.SM_Int_SEQ_Showcase_ChairSofa_A_Wood_01,SM_Int_SEQ_Showcase_ChairSofa_A_Wood_01,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Showcase/Int_SEQ_FlippableBook/Meshes/SK_Int_SEQ_Chapter001_FlippableBook_A_Wood_01.SK_Int_SEQ_Chapter001_FlippableBook_A_Wood_01,SK_Int_SEQ_Chapter001_FlippableBook_A_Wood_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/Interaction/SEQ/Showcase/Int_SEQ_FlippableBook/Meshes/SK_Int_SEQ_Showcase_FlippableBook_A_Wood_01.SK_Int_SEQ_Showcase_FlippableBook_A_Wood_01,SK_Int_SEQ_Showcase_FlippableBook_A_Wood_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/GenericAsset/Building/Tower/Gen_BLDN_Tower_HighTower/Meshes/SM_Gen_BLDN_Tower_HighTower_A_Middle_Stone_03.SM_Gen_BLDN_Tower_HighTower_A_Middle_Stone_03,SM_Gen_BLDN_Tower_HighTower_A_Middle_Stone_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/GenericAsset/Building/Tower/Gen_BLDN_Tower_HighTower/Meshes/SM_Gen_BLDN_Tower_HighTower_A_Middle_Stone_05.SM_Gen_BLDN_Tower_HighTower_A_Middle_Stone_05,SM_Gen_BLDN_Tower_HighTower_A_Middle_Stone_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/GenericAsset/Building/Tower/Gen_BLDN_Tower_HighTower/Meshes/SM_Gen_BLDN_Tower_HighTower_A_Top_Stone_01.SM_Gen_BLDN_Tower_HighTower_A_Top_Stone_01,SM_Gen_BLDN_Tower_HighTower_A_Top_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/GenericAsset/Prop/Chair/Gen_Prop_Chair_Dining/Meshes/SM_Gen_Prop_Chair_Dining_A_Merge_Wood_01.SM_Gen_Prop_Chair_Dining_A_Merge_Wood_01,SM_Gen_Prop_Chair_Dining_A_Merge_Wood_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/GenericAsset/Prop/Decorate/Gen_Prop_Decorate_Frame/Meshes/SM_Gen_Prop_Decorate_Frame_C_Merge_Wood_03.SM_Gen_Prop_Decorate_Frame_C_Merge_Wood_03,SM_Gen_Prop_Decorate_Frame_C_Merge_Wood_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/GenericAsset/Prop/Light/Gen_Prop_Light_StreetLamp/Meshes/SM_Gen_Prop_Light_StreetLamp_B_Merge_Metal_02.SM_Gen_Prop_Light_StreetLamp_B_Merge_Metal_02,SM_Gen_Prop_Light_StreetLamp_B_Merge_Metal_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Road/Meshes/PH_Floor_03.PH_Floor_03,PH_Floor_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_BotArch_Stone_01.SM_PD_BLDN_FreedomSquare_Arcade_A_BotArch_Stone_01,SM_PD_BLDN_FreedomSquare_Arcade_A_BotArch_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_BotArch_Stone_02.SM_PD_BLDN_FreedomSquare_Arcade_A_BotArch_Stone_02,SM_PD_BLDN_FreedomSquare_Arcade_A_BotArch_Stone_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_01.SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_01,SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_02.SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_02,SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_03.SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_03,SM_PD_BLDN_FreedomSquare_Arcade_A_MidArch_Stone_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_TopArch_Stone_01.SM_PD_BLDN_FreedomSquare_Arcade_A_TopArch_Stone_01,SM_PD_BLDN_FreedomSquare_Arcade_A_TopArch_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_TopArch_Stone_02.SM_PD_BLDN_FreedomSquare_Arcade_A_TopArch_Stone_02,SM_PD_BLDN_FreedomSquare_Arcade_A_TopArch_Stone_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_01.SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_01,SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_02.SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_02,SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/FreedomSquare/PD_BLDN_FreedomSquare_Arcade/Meshes/SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_03.SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_03,SM_PD_BLDN_FreedomSquare_Arcade_A_Tower_Stone_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/EnvRes/OpenWorld/PeerageDistrict/StaticMesh/Building/Tower/PD_BLDN_Tower_RingTower/Meshes/SM_PD_BLDN_Tower_RingTower_B_Gemstone_Metal_01.SM_PD_BLDN_Tower_RingTower_B_Gemstone_Metal_01,SM_PD_BLDN_Tower_RingTower_B_Gemstone_Metal_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Abyss/Background/Meshes/SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_01.SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_01,SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Abyss/Background/Meshes/SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_02.SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_02,SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Abyss/Background/Meshes/SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_03.SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_03,SM_Gen_Vista_Mountain_Rock_E_Merge_Stone_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/MI_MP_BG_Cloud_A_01.MI_MP_BG_Cloud_A_01,MI_MP_BG_Cloud_A_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_02.SM_MP_Stone_02,SM_MP_Stone_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_03.SM_MP_Stone_03,SM_MP_Stone_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_04.SM_MP_Stone_04,SM_MP_Stone_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_05.SM_MP_Stone_05,SM_MP_Stone_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_06.SM_MP_Stone_06,SM_MP_Stone_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_07.SM_MP_Stone_07,SM_MP_Stone_07,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Dun_MindPalace_Abyss_Test_LocalContent/ArtRes/MindPalace/Background/Meshes/SM_MP_Stone_08.SM_MP_Stone_08,SM_MP_Stone_08,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Meshes/SM_PD_POI_QuadricMall_In_A_Ceiling_Stone_03.SM_PD_POI_QuadricMall_In_A_Ceiling_Stone_03,SM_PD_POI_QuadricMall_In_A_Ceiling_Stone_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/IOSRayTracing/Meshes/SM_PD_POI_QuadricMall_In_A_Stairway_Stone_01.SM_PD_POI_QuadricMall_In_A_Stairway_Stone_01,SM_PD_POI_QuadricMall_In_A_Stairway_Stone_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/AbandonedChapel/PH_AbandonedChapel_Roof_01.PH_AbandonedChapel_Roof_01,PH_AbandonedChapel_Roof_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/AbandonedChapel/PH_AbandonedChapel_Roof_02.PH_AbandonedChapel_Roof_02,PH_AbandonedChapel_Roof_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/AbandonedDock/PH_AbandonedDock.PH_AbandonedDock,PH_AbandonedDock,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/AbandonedDock/PH_AbandonedDock_02.PH_AbandonedDock_02,PH_AbandonedDock_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ExplorationStatation/PH_ExplorationStatation_Entrance_01.PH_ExplorationStatation_Entrance_01,PH_ExplorationStatation_Entrance_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ExplorationStatation/PH_ExplorationStatation_Floor_01.PH_ExplorationStatation_Floor_01,PH_ExplorationStatation_Floor_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ExplorationStatation/PH_ExplorationStatation_Pillar_01.PH_ExplorationStatation_Pillar_01,PH_ExplorationStatation_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ExplorationStatation/PH_ExplorationStatation_Wall_01.PH_ExplorationStatation_Wall_01,PH_ExplorationStatation_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ExplorationStatation/PH_ExplorationStatation_Wall_02.PH_ExplorationStatation_Wall_02,PH_ExplorationStatation_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/IncisorBar/PH_IncisorBar_Door_01.PH_IncisorBar_Door_01,PH_IncisorBar_Door_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/IncisorBar/PH_IncisorBar_Entrancel_01.PH_IncisorBar_Entrancel_01,PH_IncisorBar_Entrancel_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/IncisorBar/PH_IncisorBar_Pillar_01.PH_IncisorBar_Pillar_01,PH_IncisorBar_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_Entrance_4m_01.PH_ShopHous_Entrance_4m_01,PH_ShopHous_Entrance_4m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_ExtEntrance_8m_01.PH_ShopHous_ExtEntrance_8m_01,PH_ShopHous_ExtEntrance_8m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_ExtWall_2m_01.PH_ShopHous_ExtWall_2m_01,PH_ShopHous_ExtWall_2m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_ExtWall_4m_01.PH_ShopHous_ExtWall_4m_01,PH_ShopHous_ExtWall_4m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_ExtWindow_4m_01.PH_ShopHous_ExtWindow_4m_01,PH_ShopHous_ExtWindow_4m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_IntEntrance_8m_01.PH_ShopHous_IntEntrance_8m_01,PH_ShopHous_IntEntrance_8m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_IntWall_2m_01.PH_ShopHous_IntWall_2m_01,PH_ShopHous_IntWall_2m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_IntWall_4m_01.PH_ShopHous_IntWall_4m_01,PH_ShopHous_IntWall_4m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_IntWindow_4m_01.PH_ShopHous_IntWindow_4m_01,PH_ShopHous_IntWindow_4m_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/ShopHouse/PH_ShopHous_Pillar_01.PH_ShopHous_Pillar_01,PH_ShopHous_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityEntrance_01.PH_UndercityEntrance_01,PH_UndercityEntrance_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityEntranceGate_01.PH_UndercityEntranceGate_01,PH_UndercityEntranceGate_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelBend_01.PH_UndercityTunnelBend_01,PH_UndercityTunnelBend_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelFork_01.PH_UndercityTunnelFork_01,PH_UndercityTunnelFork_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelFork_02.PH_UndercityTunnelFork_02,PH_UndercityTunnelFork_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelGround_01.PH_UndercityTunnelGround_01,PH_UndercityTunnelGround_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelGround_02.PH_UndercityTunnelGround_02,PH_UndercityTunnelGround_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelStairs_01.PH_UndercityTunnelStairs_01,PH_UndercityTunnelStairs_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelWall_01.PH_UndercityTunnelWall_01,PH_UndercityTunnelWall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/GravelKin/PlaceHolder/Building/UnderTunnel/PH_UndercityTunnelWall_02.PH_UndercityTunnelWall_02,PH_UndercityTunnelWall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/Interaction/SEQ/PD_INT_Filebag/Meshes/SM_PD_INT_Filebag_A_Wood_01.SM_PD_INT_Filebag_A_Wood_01,SM_PD_INT_Filebag_A_Wood_01,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/Interaction/SEQ/PD_INT_Footprint/Meshes/SM_PD_INT_Footprint_A_Wood_03.SM_PD_INT_Footprint_A_Wood_03,SM_PD_INT_Footprint_A_Wood_03,StaticMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/Interaction/SEQ/PD_INT_Newspaper/Meshes/SK_PD_INT_Newspaper_A_Wood_01.SK_PD_INT_Newspaper_A_Wood_01,SK_PD_INT_Newspaper_A_Wood_01,SkeletalMesh,交互序列
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/Interaction/SEQ/PD_INT_Newspaper/Meshes/SK_PD_INT_Newspaper_B_Wood_01.SK_PD_INT_Newspaper_B_Wood_01,SK_PD_INT_Newspaper_B_Wood_01,SkeletalMesh,交互序列
